nagents,nitems,seed,min_bundles_strategy,utility_sum,min_proportional_utility,runtime
4,4,12131,brute_force,1702,0.34,0.016349291981896386
4,4,12131,recursive,1702,0.34,0.015565333014819771
4,4,12131,iterative,1702,0.34,0.014279458991950378
4,4,234122,brute_force,1281,0.3003003003003003,0.013970166997751221
4,4,234122,recursive,1281,0.3003003003003003,0.014719124999828637
4,4,234122,iterative,1281,0.3003003003003003,0.014292415988165885
4,4,389833,brute_force,1355,0.27627627627627627,0.030419624992646277
4,4,389833,recursive,1355,0.27627627627627627,0.029854166001314297
4,4,389833,iterative,1355,0.27627627627627627,0.02795641598640941
4,5,12131,brute_force,1348,0.0,0.04866674999357201
4,5,12131,recursive,1348,0.0,0.04832604102557525
4,5,12131,iterative,1348,0.0,0.04954108298989013
4,5,234122,brute_force,1347,0.277,0.030590167007176206
4,5,234122,recursive,1347,0.277,0.030783541995333508
4,5,234122,iterative,1347,0.277,0.03278808298637159
4,5,389833,brute_force,1257,0.3046953046953047,0.026613374997396022
4,5,389833,recursive,1257,0.3046953046953047,0.027997625002171844
4,5,389833,iterative,1257,0.3046953046953047,0.02297575000557117
4,6,12131,brute_force,1510,0.3053053053053053,0.10540670799673535
4,6,12131,recursive,1510,0.3053053053053053,0.10624437499791384
4,6,12131,iterative,1510,0.3053053053053053,0.10860616702120751
4,6,234122,brute_force,1376,0.2887112887112887,0.05489354202290997
4,6,234122,recursive,1376,0.2887112887112887,0.053710667008999735
4,6,234122,iterative,1376,0.2887112887112887,0.05225291699753143
4,6,389833,brute_force,1210,0.2752752752752753,0.0411852500110399
4,6,389833,recursive,1210,0.2752752752752753,0.04232895901077427
4,6,389833,iterative,1210,0.2752752752752753,0.04149404200143181
4,7,12131,brute_force,1287,0.2552552552552553,0.0438965420180466
4,7,12131,recursive,1287,0.2552552552552553,0.05060545800370164
4,7,12131,iterative,1287,0.2552552552552553,0.043051332992035896
4,7,234122,brute_force,1369,0.305,0.04461854198598303
4,7,234122,recursive,1369,0.305,0.04365120898000896
4,7,234122,iterative,1369,0.305,0.04262008299701847
4,7,389833,brute_force,1260,0.0,0.35244304200750776
4,7,389833,recursive,1260,0.0,0.3515576249919832
4,7,389833,iterative,1260,0.0,0.3414258749980945
4,8,12131,brute_force,1300,0.304,0.07977716700406745
4,8,12131,recursive,1300,0.304,0.08957549999468029
4,8,12131,iterative,1300,0.304,0.08240287500666454
4,8,234122,brute_force,1289,0.2957042957042957,0.060626541991950944
4,8,234122,recursive,1289,0.2957042957042957,0.0609999590087682
