nagents,nitems,seed,min_bundles_strategy,parallel,utility_sum,min_proportional_utility,runtime
5,5,12131,iterative,True,1641,0.207,4.67128483398119
5,5,234122,iterative,True,1357,0.0,4.370586667035241
5,5,389833,iterative,True,1632,0.3046953046953047,4.3240112499915995
5,6,12131,iterative,True,1362,0.23223223223223224,4.331533208955079
5,6,234122,iterative,True,1350,0.207,4.068103500001598
5,6,389833,iterative,True,1353,0.21978021978021978,4.178642917016987
5,7,12131,iterative,True,1270,0.22777222777222778,4.989358874969184
5,7,234122,iterative,True,1488,0.277,4.155239292012993
5,7,389833,iterative,True,1304,0.228,5.13749012502376
5,8,12131,iterative,True,1304,0.2017982017982018,4.348831916984636
5,8,234122,iterative,True,1431,0.2125748502994012,3.605476833996363
5,8,389833,iterative,True,1400,0.241,3.624394958023913
5,9,12131,iterative,True,1420,0.24424424424424424,3.6067428329843096
5,9,234122,iterative,True,1410,0.24175824175824176,3.9371808749856427
5,9,389833,iterative,True,1399,0.22322322322322322,3.9222307080053724
5,10,12131,iterative,True,1371,0.237,4.936392417002935
5,10,234122,iterative,True,1491,0.25774225774225773,3.524847167020198
5,10,389833,iterative,True,1367,0.255,3.6002014160039835
5,11,12131,iterative,True,1411,0.244,3.8637971249991097
5,11,234122,iterative,True,1356,0.255,3.931221832986921
5,11,389833,iterative,True,1373,0.24875124875124874,4.047002999985125
5,12,12131,iterative,True,1425,0.2517482517482518,4.009444541996345
5,12,234122,iterative,True,1386,0.24824824824824826,3.9967107919510454
5,12,389833,iterative,True,1405,0.2654690618762475,3.7668937079724856
5,13,12131,iterative,True,1407,0.245,3.9450729170348495
5,13,234122,iterative,True,1318,0.255,3.7892293329932727
5,13,389833,iterative,True,1268,0.23823823823823823,4.169038332998753
5,14,12131,iterative,True,1334,0.246,5.134734917024616
5,14,234122,iterative,True,1291,0.24124124124124124,5.30250554101076
5,14,389833,iterative,True,1337,0.25250501002004005,5.064635916030966
5,15,12131,iterative,True,1343,0.25125125125125125,4.944958750042133
5,15,234122,iterative,True,1322,0.24850299401197604,5.815464957966469
5,15,389833,iterative,True,1303,0.25349301397205587,6.253319457988255
5,16,12131,iterative,True,1293,0.24975024975024976,5.043954082997516
5,16,234122,iterative,True,1328,0.248,3.653335875016637
5,16,389833,iterative,True,1319,0.24175824175824176,4.5502405409934
5,17,12131,iterative,True,1348,0.25551102204408815,4.227609625027981
5,17,234122,iterative,True,1271,0.246,4.932378709025215
5,17,389833,iterative,True,1323,0.24849699398797595,3.5850144579890184
5,18,12131,iterative,True,1298,0.24975024975024976,3.4782298330101185
5,18,234122,iterative,True,1261,0.24549098196392785,5.593931083043572
5,18,389833,iterative,True,1277,0.246,3.7365689580328763
5,19,12131,iterative,True,1296,0.24424424424424424,3.6840306249796413
5,19,234122,iterative,True,1268,0.25125125125125125,3.187854874995537
5,19,389833,iterative,True,1316,0.251,3.4587128330022097
5,20,12131,iterative,True,1240,0.242,3.5946941250003874
5,20,234122,iterative,True,1249,0.24275724275724275,3.8256919169798493
5,20,389833,iterative,True,1293,0.25274725274725274,3.7449263750459068
5,21,12131,iterative,True,1284,0.24674022066198595,3.7142694579670206
5,21,234122,iterative,True,1271,0.244,3.5904024170013145
5,21,389833,iterative,True,1282,0.24550898203592814,4.491137625009287
5,22,12131,iterative,True,1252,0.23523523523523523,3.5415732919937
5,22,234122,iterative,True,1253,0.245,3.7857369579724036
