nagents,nitems,seed,min_bundles_strategy,utility_sum,min_proportional_utility,runtime
12,12,12131,brute_force,1693,0.0920920920920921,0.5647564590035472
12,12,12131,recursive,1693,0.0920920920920921,0.5022577089839615
12,12,12131,iterative,1693,0.0920920920920921,0.4906855830049608
12,12,234122,brute_force,1606,0.0,1.3848317090014461
12,12,234122,recursive,1606,0.0,1.287923083989881
12,12,234122,iterative,1614,0.0,1.3166768750234041
12,12,389833,brute_force,1597,0.087,0.9126570420048665
12,12,389833,recursive,1597,0.087,0.8739377080055419
12,12,389833,iterative,1649,0.087,0.9591108330059797
12,13,12131,brute_force,1545,0.0970970970970971,0.6320032499788795
12,13,12131,recursive,1545,0.0970970970970971,0.4801567910180893
12,13,12131,iterative,1544,0.091,0.6126562920107972
12,13,234122,brute_force,1529,0.103,0.38726783302263357
12,13,234122,recursive,1529,0.103,0.2143225000181701
12,13,234122,iterative,1555,0.103,0.2462267919909209
12,13,389833,brute_force,1597,0.08891108891108891,0.7918243750173133
12,13,389833,recursive,1597,0.08891108891108891,0.6300087920099031
12,13,389833,iterative,1612,0.09218436873747494,0.6259731670143083
12,14,12131,brute_force,1639,0.101,0.8236937919864431
12,14,12131,recursive,1639,0.101,0.4753528749861289
12,14,12131,iterative,1639,0.101,0.5184087920060847
12,14,234122,brute_force,1668,0.099,0.7050621660018805
12,14,234122,recursive,1572,0.099,0.39509920799173415
12,14,234122,iterative,1672,0.099,0.3773176249815151
12,14,389833,brute_force,1562,0.1,1.133566291013267
12,14,389833,recursive,1562,0.1,0.7682305830239784
12,14,389833,iterative,1562,0.1,0.885453333001351
12,15,12131,brute_force,1544,0.106,1.3681948750163428
12,15,12131,recursive,1544,0.106,0.6402264999924228
12,15,12131,iterative,1544,0.106,0.5841896249912679
12,15,234122,brute_force,1503,0.096,1.151951875013765
12,15,234122,recursive,1503,0.096,0.3731498749984894
12,15,234122,iterative,1503,0.096,0.4363108329998795
12,15,389833,brute_force,1545,0.10578842315369262,1.1223476660088636
12,15,389833,recursive,1545,0.10578842315369262,0.38493475000723265
12,15,389833,iterative,1549,0.10810810810810811,0.4327960000082385
12,16,12131,brute_force,1525,0.1,2.7315608329954557
12,16,12131,recursive,1525,0.1,1.2796250410028733
12,16,12131,iterative,1523,0.104,1.2018411249737255
12,16,234122,brute_force,1587,0.109,2.3504589999793097
12,16,234122,recursive,1587,0.109,0.6742337920004502
12,16,234122,iterative,1668,0.109,0.6643400000175461
12,16,389833,brute_force,1533,0.101,2.1089261659944896
12,16,389833,recursive,1580,0.101,0.5130040000076406
12,16,389833,iterative,1565,0.101,0.5621662080229726
12,17,12131,brute_force,1553,0.0970970970970971,5.595494916982716
12,17,12131,recursive,1534,0.0970970970970971,2.3037772080278955
12,17,12131,iterative,1613,0.0970970970970971,3.086795625014929
12,17,234122,brute_force,1550,0.10789210789210789,3.687342791003175
12,17,234122,recursive,1550,0.10789210789210789,0.3920582499995362
12,17,234122,iterative,1578,0.116,0.5586301249859389
12,17,389833,brute_force,1532,0.10079840319361277,3.9503577920258977
12,17,389833,recursive,1528,0.10079840319361277,0.6484901249932591
12,17,389833,iterative,1562,0.10079840319361277,0.6622940419765655
12,18,12131,brute_force,1606,0.1001001001001001,7.968500542017864
12,18,12131,recursive,1606,0.1001001001001001,1.0111925000092015
12,18,12131,iterative,1606,0.1001001001001001,1.1155224170070142
12,18,234122,brute_force,1585,0.1106679960119641,9.78977891698014
12,18,234122,recursive,1578,0.1106679960119641,3.1749012080254033
12,18,234122,iterative,1582,0.1106679960119641,3.0040957090095617
12,18,389833,brute_force,1570,0.115,7.401117416011402
12,18,389833,recursive,1570,0.115,0.3221153329941444
12,18,389833,iterative,1611,0.11688311688311688,0.3188230419764295
12,19,12131,brute_force,1634,0.118,16.554401041008532
12,19,12131,recursive,1579,0.118,1.88538525000331
12,19,12131,iterative,1651,0.115,1.809849208977539
12,19,234122,brute_force,1578,0.11122244488977956,15.299779249995481
12,19,234122,recursive,1578,0.11122244488977956,0.5008292919956148
12,19,234122,iterative,1558,0.11122244488977956,0.5388910420006141
12,19,389833,brute_force,1565,0.11488511488511488,15.457405541004846
12,19,389833,recursive,1565,0.11488511488511488,0.8553549999778625
12,19,389833,iterative,1565,0.11488511488511488,0.8857248339918442
12,20,12131,brute_force,1548,0.11222444889779559,30.46194545799517
12,20,12131,recursive,1548,0.11222444889779559,0.5644061669881921
12,20,12131,iterative,1531,0.11222444889779559,0.7681780839920975
12,20,234122,brute_force,1527,0.11011011011011011,32.69633087498369
12,20,234122,recursive,1564,0.11011011011011011,2.5688256669964176
12,20,234122,iterative,1555,0.11011011011011011,2.479083249985706
12,20,389833,brute_force,1584,0.11077844311377245,30.289559833006933
12,20,389833,recursive,1584,0.11077844311377245,0.6797982089919969
12,20,389833,iterative,1616,0.123,0.4481327079993207
12,21,12131,brute_force,1543,0.11488511488511488,62.384466667019296
12,21,12131,recursive,1543,0.11488511488511488,1.0804601249983534
12,21,12131,iterative,1596,0.11534603811434303,1.0134932499786373
12,21,234122,recursive,1540,0.102,3.6463874590117484
12,21,234122,iterative,1519,0.102,4.931938416004414
12,21,389833,recursive,1575,0.11,0.9258857500099111
12,21,389833,iterative,1620,0.11688311688311688,0.7683832909970079
12,22,12131,recursive,1564,0.11688311688311688,0.7090730409836397
12,22,12131,iterative,1564,0.11688311688311688,0.6606129999854602
12,22,234122,recursive,1502,0.10810810810810811,1.2500001250009518
12,22,234122,iterative,1483,0.1091091091091091,1.2068776660016738
12,22,389833,recursive,1515,0.10832497492477432,3.219049167004414
12,22,389833,iterative,1492,0.1091091091091091,3.5290044160210527
12,23,12131,recursive,1585,0.118,0.6553344579879194
12,23,12131,iterative,1568,0.11764705882352941,0.6997248329862487
12,23,234122,recursive,1574,0.11377245508982035,0.878038333990844
12,23,234122,iterative,1581,0.11377245508982035,0.6319828330015298
12,23,389833,recursive,1500,0.11188811188811189,2.144828749995213
