nagents,nitems,seed,min_bundles_strategy,utility_sum,min_proportional_utility,runtime
10,10,12131,brute_force,1626,0.12,0.34619050001492724
10,10,12131,recursive,1626,0.12,0.32845991701469757
10,10,12131,iterative,1601,0.111,0.3752773749874905
10,10,234122,brute_force,1512,0.103,0.38390241700108163
10,10,234122,recursive,1512,0.103,0.35794058299507014
10,10,234122,iterative,1512,0.103,0.35961012498592027
10,10,389833,brute_force,1611,0.12087912087912088,0.146211166982539
10,10,389833,recursive,1611,0.12087912087912088,0.1188391670002602
10,10,389833,iterative,1587,0.12087912087912088,0.16752062499290332
10,11,12131,brute_force,1625,0.11688311688311688,0.20700925000710413
10,11,12131,recursive,1625,0.11688311688311688,0.1806007499981206
10,11,12131,iterative,1625,0.11688311688311688,0.14594145899172872
10,11,234122,brute_force,1514,0.12387612387612387,0.2851433749892749
10,11,234122,recursive,1514,0.12387612387612387,0.2672857920115348
10,11,234122,iterative,1514,0.12387612387612387,0.27157037501456216
10,11,389833,brute_force,1583,0.12912912912912913,0.14213554101297632
10,11,389833,recursive,1583,0.12912912912912913,0.11399558300036006
10,11,389833,iterative,1609,0.12412412412412413,0.09898670899565332
10,12,12131,brute_force,1602,0.1021021021021021,0.3031900830101222
10,12,12131,recursive,1602,0.1021021021021021,0.23008016700623557
10,12,12131,iterative,1592,0.11211211211211211,0.25913512500119396
10,12,234122,brute_force,1460,0.1111111111111111,0.30626304098404944
10,12,234122,recursive,1460,0.1111111111111111,0.23625575000187382
10,12,234122,iterative,1433,0.1111111111111111,0.2673641669971403
10,12,389833,brute_force,1526,0.1048951048951049,0.5254320419917349
10,12,389833,recursive,1526,0.1048951048951049,0.4689512919867411
10,12,389833,iterative,1548,0.115,0.5212894590222277
10,13,12131,brute_force,1553,0.115,0.5467536249780096
10,13,12131,recursive,1553,0.115,0.41457904200069606
10,13,12131,iterative,1553,0.115,0.4087662909878418
10,13,234122,brute_force,1476,0.111,0.5889009589736816
10,13,234122,recursive,1459,0.111,0.41266237501986325
10,13,234122,iterative,1476,0.111,0.42805329099064693
10,13,389833,brute_force,1533,0.12212212212212212,0.5515065840154421
10,13,389833,recursive,1533,0.12212212212212212,0.4957952499971725
10,13,389833,iterative,1514,0.11488511488511488,0.409144750010455
10,14,12131,brute_force,1623,0.11022044088176353,1.5708664169942494
10,14,12131,recursive,1633,0.11022044088176353,1.135317957989173
10,14,12131,iterative,1617,0.11022044088176353,1.1573044590186328
10,14,234122,brute_force,1527,0.134,0.6541862919984851
10,14,234122,recursive,1527,0.134,0.33831037499476224
10,14,234122,iterative,1527,0.134,0.3983701670076698
10,14,389833,brute_force,1448,0.13,0.566685249999864
10,14,389833,recursive,1448,0.13,0.2708305419946555
10,14,389833,iterative,1448,0.13,0.2491523339995183
10,15,12131,brute_force,1567,0.12,1.0074857080180664
10,15,12131,recursive,1567,0.12,0.3597134999872651
10,15,12131,iterative,1567,0.12,0.3536037500016391
10,15,234122,brute_force,1513,0.13413413413413414,1.047374415997183
10,15,234122,recursive,1478,0.12512512512512514,0.4480412080010865
10,15,234122,iterative,1513,0.13413413413413414,0.4777605000126641
10,15,389833,brute_force,1518,0.116,1.2438642920169514
10,15,389833,recursive,1518,0.116,0.5774295830051415
10,15,389833,iterative,1467,0.116,0.6696715420112014
10,16,12131,brute_force,1509,0.125,2.3188733749848325
10,16,12131,recursive,1509,0.125,1.0247139160055667
10,16,12131,iterative,1509,0.125,1.2049424170108978
10,16,234122,brute_force,1464,0.11,2.384689333004644
10,16,234122,recursive,1464,0.11,1.1174289170012344
10,16,234122,iterative,1505,0.11,1.0055841249995865
10,16,389833,brute_force,1504,0.1258741258741259,2.3319853330031037
10,16,389833,recursive,1504,0.1258741258741259,1.0618838329974096
10,16,389833,iterative,1504,0.1258741258741259,1.146360291983001
10,17,12131,brute_force,1511,0.12912912912912913,3.410526916006347
10,17,12131,recursive,1511,0.12912912912912913,0.6717838750046212
10,17,12131,iterative,1511,0.12912912912912913,0.6580323750094976
10,17,234122,brute_force,1534,0.12787212787212787,3.8883740000019316
10,17,234122,recursive,1538,0.12787212787212787,1.0968010409851559
10,17,234122,iterative,1512,0.12787212787212787,0.913361957995221
10,17,389833,brute_force,1490,0.12312312312312312,3.5485331660020165
10,17,389833,recursive,1490,0.12312312312312312,0.7817517920047976
10,17,389833,iterative,1462,0.12312312312312312,0.838498041004641
10,18,12131,brute_force,1542,0.12987012987012986,6.949678417004179
10,18,12131,recursive,1542,0.12987012987012986,1.0248681670054793
10,18,12131,iterative,1544,0.14085914085914086,1.1127049589995295
10,18,234122,brute_force,1519,0.13373253493013973,6.534605458000442
10,18,234122,recursive,1519,0.13373253493013973,0.6612002920010127
10,18,234122,iterative,1519,0.13373253493013973,0.5790701250080019
10,18,389833,brute_force,1536,0.135,6.330703541985713
10,18,389833,recursive,1536,0.135,0.47300049997284077
10,18,389833,iterative,1536,0.135,0.4214127500017639
10,19,12131,brute_force,1519,0.13858424725822532,12.493689583003288
10,19,12131,recursive,1531,0.13858424725822532,0.33213058300316334
10,19,12131,iterative,1535,0.13858424725822532,0.22460508299991488
10,19,234122,brute_force,1540,0.138,12.819896417000564
10,19,234122,recursive,1536,0.138,0.7063095000048634
10,19,234122,iterative,1532,0.144,0.71185720898211
10,19,389833,brute_force,1581,0.13713713713713713,12.91809550000471
10,19,389833,recursive,1579,0.13713713713713713,0.9200430840137415
10,19,389833,iterative,1586,0.13713713713713713,0.8090846660197712
10,20,12131,brute_force,1483,0.131,25.659198417008156
10,20,12131,recursive,1483,0.131,0.6648504589975346
10,20,12131,iterative,1483,0.131,0.6165438340103719
10,20,234122,brute_force,1525,0.13913913913913914,25.117818750004517
10,20,234122,recursive,1525,0.13913913913913914,0.4320432919776067
10,20,234122,iterative,1548,0.13913913913913914,0.3410218750068452
10,20,389833,brute_force,1516,0.136,25.48125491599785
10,20,389833,recursive,1497,0.13186813186813187,0.659777666995069
10,20,389833,iterative,1513,0.13486513486513488,0.38522037499933504
10,21,12131,brute_force,1566,0.13786213786213786,51.42348116700305
10,21,12131,recursive,1569,0.13941825476429287,0.5767367079970427
10,21,12131,iterative,1571,0.13686313686313686,0.21312820899765939
10,21,234122,brute_force,1483,0.13613613613613615,51.64929229198606
10,21,234122,recursive,1494,0.13613613613613615,0.5749520829995163
10,21,234122,iterative,1494,0.13613613613613615,0.44430812500650063
