nagents,nitems,seed,min_bundles_strategy,utility_sum,min_proportional_utility,runtime
11,11,12131,brute_force,1646,0.096,0.2479507090174593
11,11,12131,recursive,1646,0.096,0.2160977500025183
11,11,12131,iterative,1646,0.096,0.21530345801147632
11,11,234122,brute_force,1649,0.1091091091091091,0.2621159580012318
11,11,234122,recursive,1649,0.1091091091091091,0.23501374997431412
11,11,234122,iterative,1649,0.1091091091091091,0.21800895797787234
11,11,389833,brute_force,1580,0.0,0.7894868750008754
11,11,389833,recursive,1580,0.0,0.7560332919820212
11,11,389833,iterative,1624,0.0,0.7553470410057344
11,12,12131,brute_force,1633,0.0998003992015968,0.3951503749995027
11,12,12131,recursive,1633,0.0998003992015968,0.31674050001311116
11,12,12131,iterative,1555,0.0998003992015968,0.31052266698679887
11,12,234122,brute_force,1494,0.10710710710710711,0.3247337079956196
11,12,234122,recursive,1494,0.10710710710710711,0.27059166599065065
11,12,234122,iterative,1494,0.10710710710710711,0.2304082920018118
11,12,389833,brute_force,1589,0.1048951048951049,0.562312624999322
11,12,389833,recursive,1589,0.1048951048951049,0.4689831249997951
11,12,389833,iterative,1589,0.1048951048951049,0.4916898330266122
11,13,12131,brute_force,1494,0.1018981018981019,0.5960647079918999
11,13,12131,recursive,1603,0.1018981018981019,0.44314716599183157
11,13,12131,iterative,1576,0.1018981018981019,0.44566774999839254
11,13,234122,brute_force,1603,0.111,0.4881653749907855
11,13,234122,recursive,1603,0.111,0.3429325410106685
11,13,234122,iterative,1580,0.107,0.3265763339877594
11,13,389833,brute_force,1503,0.1041041041041041,0.44299304200103506
11,13,389833,recursive,1503,0.1041041041041041,0.2851555829984136
11,13,389833,iterative,1508,0.1041041041041041,0.35480029199970886
11,14,12131,brute_force,1421,0.093,1.47276299999794
11,14,12131,recursive,1421,0.093,1.2453537909896113
11,14,12131,iterative,1392,0.093,1.2320602089748718
11,14,234122,brute_force,1565,0.115,0.7613490830117371
11,14,234122,recursive,1565,0.115,0.46081987497746013
11,14,234122,iterative,1565,0.115,0.4035608749836683
11,14,389833,brute_force,1564,0.11688311688311688,0.6784235000086483
11,14,389833,recursive,1564,0.11688311688311688,0.36957958299899474
11,14,389833,iterative,1565,0.11688311688311688,0.30524404198513366
11,15,12131,brute_force,1470,0.11,1.2518945829942822
11,15,12131,recursive,1470,0.11,0.5898571669822559
11,15,12131,iterative,1470,0.11,0.5177998750004917
11,15,234122,brute_force,1470,0.1111111111111111,1.3478124579996802
11,15,234122,recursive,1470,0.1111111111111111,0.5954741669993382
11,15,234122,iterative,1470,0.1111111111111111,0.5996272499905899
11,15,389833,brute_force,1595,0.11411411411411411,1.22864929199568
11,15,389833,recursive,1559,0.11411411411411411,0.5594557079894003
11,15,389833,iterative,1573,0.11411411411411411,0.5889727910107467
11,16,12131,brute_force,1545,0.11,2.889695916994242
11,16,12131,recursive,1526,0.11,1.1184490419982467
11,16,12131,iterative,1545,0.11,1.1448033329797909
11,16,234122,brute_force,1518,0.11,2.3617827499983832
11,16,234122,recursive,1594,0.11,0.9187919169780798
11,16,234122,iterative,1525,0.11,0.9236599580035545
11,16,389833,brute_force,1494,0.106,2.028913417016156
11,16,389833,recursive,1494,0.106,0.585803333990043
11,16,389833,iterative,1471,0.106,0.620205540995812
11,17,12131,brute_force,1548,0.11964107676969092,4.1786994579888415
11,17,12131,recursive,1548,0.11964107676969092,1.1163959999976214
11,17,12131,iterative,1541,0.11964107676969092,1.205102917010663
11,17,234122,brute_force,1482,0.121,3.850589667010354
11,17,234122,recursive,1468,0.121,0.790464833000442
11,17,234122,iterative,1499,0.11388611388611389,0.9486832499969751
11,17,389833,brute_force,1482,0.11588411588411589,4.197460374998627
11,17,389833,recursive,1530,0.11588411588411589,1.0237878749903757
11,17,389833,iterative,1500,0.11588411588411589,1.3013073329930194
11,18,12131,brute_force,1522,0.11611611611611612,7.900617458013585
11,18,12131,recursive,1477,0.11611611611611612,1.5494083329977002
11,18,12131,iterative,1509,0.10510510510510511,1.6604222090099938
11,18,234122,brute_force,1534,0.127,7.280238249979448
11,18,234122,recursive,1534,0.127,0.8560895829868969
11,18,234122,iterative,1534,0.127,0.8027617500047199
11,18,389833,brute_force,1570,0.12362911266201396,7.038249833014561
11,18,389833,recursive,1511,0.119,0.6906711670162622
11,18,389833,iterative,1539,0.118,0.6573139169777278
11,19,12131,brute_force,1626,0.131,14.08863233399461
11,19,12131,recursive,1626,0.131,0.605518583994126
11,19,12131,iterative,1592,0.134,0.47176483302609995
11,19,234122,brute_force,1565,0.116,13.926128749997588
11,19,234122,recursive,1565,0.116,0.8449846250005066
11,19,234122,iterative,1520,0.117,1.1440530410036445
11,19,389833,brute_force,1571,0.13013013013013014,14.354458874993725
11,19,389833,recursive,1571,0.13013013013013014,0.8148846669937484
11,19,389833,iterative,1552,0.12612612612612611,0.9872070839919616
11,20,12131,brute_force,1514,0.12224448897795591,28.482985333015677
11,20,12131,recursive,1514,0.12224448897795591,0.7441548339847941
11,20,12131,iterative,1514,0.12224448897795591,0.6437910839740653
11,20,234122,brute_force,1546,0.11911911911911911,29.753891708009178
11,20,234122,recursive,1545,0.11911911911911911,2.404734208015725
11,20,234122,iterative,1553,0.11911911911911911,3.4382722080044914
11,20,389833,brute_force,1540,0.123,27.674316249991534
11,20,389833,recursive,1540,0.123,0.3970200830081012
11,20,389833,iterative,1518,0.123,0.5152158749988303
11,21,12131,brute_force,1572,0.123,56.839331082999706
11,21,12131,recursive,1590,0.123,0.6309532079903875
11,21,12131,iterative,1572,0.123,0.4827010419976432
11,21,234122,brute_force,1518,0.116,57.46868245801306
11,21,234122,recursive,1518,0.116,0.6562374169880059
11,21,234122,iterative,1518,0.116,0.5522729170043021
11,21,389833,brute_force,1558,0.13086913086913088,57.43621162499767
11,21,389833,recursive,1573,0.13086913086913088,0.4662533750233706
11,21,389833,iterative,1543,0.13186813186813187,0.3697070000052918
11,22,12131,brute_force,1504,0.12387612387612387,114.35146524998709
11,22,12131,recursive,1504,0.12387612387612387,0.8603887920035049
11,22,12131,iterative,1504,0.12387612387612387,0.7018801670055836
11,22,234122,recursive,1518,0.1277445109780439,0.8290466670005117
11,22,234122,iterative,1538,0.12736318407960198,0.7429962090100162
11,22,389833,recursive,1593,0.12938816449348045,0.6823939590249211
11,22,389833,iterative,1587,0.12938816449348045,0.602310291986214
11,23,12131,recursive,1502,0.12761714855433698,0.7977687499951571
11,23,12131,iterative,1495,0.12212212212212212,0.7898928340000566
11,23,234122,recursive,1473,0.11976047904191617,1.495415209006751
