nagents,nitems,seed,algorithm,utility_sum,min_proportional_utility,runtime
14,14,165043187,maximally_proportional_allocation,1683,0.07207207207207207,0.7271179579984164
14,14,165043187,round_robin,1585,0.03803803803803804,0.0003648749989224598
14,14,217107415,maximally_proportional_allocation,1598,0.0,1.3486753340112045
14,14,217107415,round_robin,1575,0.03996003996003996,0.0003668330027721822
14,14,970775402,maximally_proportional_allocation,1706,0.08208208208208208,0.2737621670094086
14,14,970775402,round_robin,1468,0.032,0.0003682079986901954
14,14,2154093945,maximally_proportional_allocation,1745,0.08308308308308308,0.18367666700214613
14,14,2154093945,round_robin,1635,0.022,0.00036212499253451824
14,14,2600196075,maximally_proportional_allocation,1664,0.07292707292707293,0.40143504200386815
14,14,2600196075,round_robin,1644,0.023976023976023976,0.00036295798781793565
14,15,165043187,maximally_proportional_allocation,1655,0.07907907907907907,0.3980000419978751
14,15,165043187,round_robin,1602,0.060939060939060936,0.00038070800655987114
14,15,217107415,maximally_proportional_allocation,1648,0.074,1.8306549580011051
14,15,217107415,round_robin,1691,0.06993006993006994,0.00042249998659826815
14,15,970775402,maximally_proportional_allocation,1662,0.08291708291708291,0.5639707919908687
14,15,970775402,round_robin,1490,0.037,0.00042312500590924174
14,15,2154093945,maximally_proportional_allocation,1634,0.07207207207207207,1.2068482909962768
14,15,2154093945,round_robin,1494,0.02097902097902098,0.00043024998740293086
14,15,2600196075,maximally_proportional_allocation,1572,0.07414829659318638,1.0984087499964517
14,15,2600196075,round_robin,1475,0.05688622754491018,0.00038454199966508895
14,16,165043187,maximally_proportional_allocation,1658,0.08708708708708708,0.5213031669991324
14,16,165043187,round_robin,1467,0.065,0.000433833003626205
14,16,217107415,maximally_proportional_allocation,1552,0.082,0.7964291250100359
14,16,217107415,round_robin,1505,0.055944055944055944,0.0003990829864051193
14,16,970775402,maximally_proportional_allocation,1563,0.07392607392607392,0.4910099580010865
14,16,970775402,round_robin,1477,0.06412825651302605,0.00039058399852365255
14,16,2154093945,maximally_proportional_allocation,1651,0.082,0.3238538330042502
14,16,2154093945,round_robin,1717,0.08,0.00044120899110566825
14,16,2600196075,maximally_proportional_allocation,1569,0.0890890890890891,0.5451759999996284
14,16,2600196075,round_robin,1468,0.046906187624750496,0.00038625000161118805
14,17,165043187,maximally_proportional_allocation,1620,0.08782435129740519,0.6532124579971423
14,17,165043187,round_robin,1622,0.05005005005005005,0.0004117499920539558
14,17,217107415,maximally_proportional_allocation,1606,0.08183632734530938,1.1960325420077424
14,17,217107415,round_robin,1655,0.07007007007007007,0.0004071669973200187
14,17,970775402,maximally_proportional_allocation,1618,0.09381237524950099,1.2892385000013746
14,17,970775402,round_robin,1539,0.063,0.00041033299930859357
14,17,2154093945,maximally_proportional_allocation,1730,0.0999000999000999,0.3301518749940442
14,17,2154093945,round_robin,1713,0.060939060939060936,0.00045050001062918454
14,17,2600196075,maximally_proportional_allocation,1638,0.09009009009009009,0.35697104199789464
14,17,2600196075,round_robin,1546,0.056,0.00044979198719374835
14,18,165043187,maximally_proportional_allocation,1544,0.082,0.8629484999983106
14,18,165043187,round_robin,1593,0.043043043043043044,0.0004183749988442287
14,18,217107415,maximally_proportional_allocation,1576,0.09519038076152304,1.0033483330043964
14,18,217107415,round_robin,1612,0.07207207207207207,0.000421874996391125
14,18,970775402,maximally_proportional_allocation,1691,0.1021021021021021,1.3743094159872271
14,18,970775402,round_robin,1572,0.05410821643286573,0.0004286250041332096
14,18,2154093945,maximally_proportional_allocation,1526,0.089,1.2088746249937685
14,18,2154093945,round_robin,1623,0.07,0.00041254100506193936
14,18,2600196075,maximally_proportional_allocation,1574,0.09090909090909091,1.2212120420008432
14,18,2600196075,round_robin,1615,0.05194805194805195,0.0004776670102728531
14,19,165043187,maximally_proportional_allocation,1565,0.09371884346959122,0.6998518749896903
14,19,165043187,round_robin,1570,0.058941058941058944,0.00044270799844525754
14,19,217107415,maximally_proportional_allocation,1585,0.09109109109109109,0.6515950000029989
14,19,217107415,round_robin,1587,0.04604604604604605,0.00043541599006857723
14,19,970775402,maximally_proportional_allocation,1583,0.0940940940940941,0.7937034159986069
14,19,970775402,round_robin,1599,0.052,0.00043524999637156725
14,19,2154093945,maximally_proportional_allocation,1587,0.08591408591408592,1.5860123330057831
14,19,2154093945,round_robin,1653,0.06613226452905811,0.0004344589979154989
14,19,2600196075,maximally_proportional_allocation,1521,0.08591408591408592,0.6215809580025962
14,19,2600196075,round_robin,1597,0.061,0.0004345419874880463
14,20,165043187,maximally_proportional_allocation,1618,0.0969030969030969,0.574262042006012
14,20,165043187,round_robin,1615,0.03296703296703297,0.0004975830088369548
14,20,217107415,maximally_proportional_allocation,1596,0.09519038076152304,1.0645867499988526
14,20,217107415,round_robin,1629,0.066,0.0005031660111853853
14,20,970775402,maximally_proportional_allocation,1538,0.09481037924151696,0.6340731670061359
14,20,970775402,round_robin,1554,0.06412825651302605,0.0004530419973889366
14,20,2154093945,maximally_proportional_allocation,1597,0.0969030969030969,1.0115320420009084
14,20,2154093945,round_robin,1671,0.067,0.000497874993016012
14,20,2600196075,maximally_proportional_allocation,1573,0.08291708291708291,1.2796420829981798
14,20,2600196075,round_robin,1472,0.059,0.00045145899639464915
14,21,165043187,maximally_proportional_allocation,1517,0.09471585244267199,0.6054596250032773
14,21,165043187,round_robin,1654,0.049,0.0004657079989556223
14,21,217107415,maximally_proportional_allocation,1575,0.09490509490509491,0.9312257080018753
14,21,217107415,round_robin,1643,0.04895104895104895,0.00046270800521597266
14,21,970775402,maximally_proportional_allocation,1582,0.09490509490509491,0.6042747089959448
14,21,970775402,round_robin,1628,0.060939060939060936,0.0004632079944713041
14,21,2154093945,maximally_proportional_allocation,1586,0.0940940940940941,0.8220141670026351
14,21,2154093945,round_robin,1683,0.046,0.00046262500109151006
14,21,2600196075,maximally_proportional_allocation,1570,0.1011011011011011,0.8670270839938894
14,21,2600196075,round_robin,1531,0.057,0.0005209999944781885
14,22,165043187,maximally_proportional_allocation,1491,0.0960960960960961,0.8957972499920288
14,22,165043187,round_robin,1621,0.049,0.0004814590065507218
14,22,217107415,maximally_proportional_allocation,1584,0.097,0.9087027089990443
14,22,217107415,round_robin,1642,0.052,0.0005463749985210598
14,22,970775402,maximally_proportional_allocation,1523,0.08891108891108891,4.368195791990729
14,22,970775402,round_robin,1573,0.06979062811565304,0.00048679200699552894
14,22,2154093945,maximally_proportional_allocation,1584,0.08917835671342686,2.5517359160003252
14,22,2154093945,round_robin,1715,0.06493506493506493,0.00047858299512881786
14,22,2600196075,maximally_proportional_allocation,1662,0.0919080919080919,1.5678407500090543
14,22,2600196075,round_robin,1556,0.04904904904904905,0.00047758400614839047
14,23,165043187,maximally_proportional_allocation,1522,0.0968063872255489,1.46223687499878
14,23,165043187,round_robin,1608,0.056943056943056944,0.0005020419921493158
14,23,217107415,maximally_proportional_allocation,1548,0.0940940940940941,2.224827666999772
14,23,217107415,round_robin,1660,0.06006006006006006,0.0005355000030249357
14,23,970775402,maximally_proportional_allocation,1512,0.089,1.098695166001562
14,23,970775402,round_robin,1504,0.052947052947052944,0.0005039999959990382
