nagents,nitems,seed,algorithm,utility_sum,min_proportional_utility,runtime
30,30,165043187,maximally_proportional_allocation,1676,0.0,274.8980924159987
30,30,165043187,round_robin,1624,0.003992015968063872,0.0007763329922454432
30,30,217107415,round_robin,1661,0.009018036072144289,0.0007299170101759955
30,30,970775402,round_robin,1673,0.018962075848303395,0.0007230829942272976
30,30,2154093945,round_robin,1616,0.009,0.0007165000133682042
30,30,2600196075,round_robin,1610,0.011988011988011988,0.000748124992242083
30,31,165043187,round_robin,1634,0.014,0.0007473750010831282
30,31,217107415,round_robin,1742,0.022022022022022022,0.0007463749934686348
30,31,970775402,round_robin,1627,0.024,0.0007423330098390579
30,31,2154093945,round_robin,1656,0.025025025025025027,0.0008847499993862584
30,31,2600196075,round_robin,1663,0.02002002002002002,0.0007577499927720055
30,32,165043187,round_robin,1681,0.0259222333000997,0.0007636249938514084
30,32,217107415,round_robin,1714,0.015015015015015015,0.0007507499976782128
30,32,970775402,round_robin,1678,0.028971028971028972,0.0007689580088481307
30,32,2154093945,round_robin,1660,0.01593625498007968,0.0007585830026073381
30,32,2600196075,round_robin,1679,0.022977022977022976,0.0007918749906821176
30,33,165043187,round_robin,1674,0.022044088176352707,0.0007834590069251135
30,33,217107415,round_robin,1632,0.016983016983016984,0.0008062080014497042
30,33,970775402,round_robin,1671,0.021021021021021023,0.0007844589999876916
30,33,2154093945,round_robin,1728,0.028056112224448898,0.0007748329953756183
30,33,2600196075,round_robin,1609,0.017964071856287425,0.0007784589979564771
30,34,165043187,round_robin,1585,0.022977022977022976,0.0007975000044098124
30,34,217107415,round_robin,1739,0.02694610778443114,0.0008107909961836413
30,34,970775402,round_robin,1664,0.025974025974025976,0.0008581250003771856
30,34,2154093945,round_robin,1696,0.027944111776447105,0.00079645799996797
30,34,2600196075,round_robin,1645,0.027916251246261216,0.0007967089914018288
30,35,165043187,round_robin,1626,0.024,0.0008325419912580401
30,35,217107415,round_robin,1753,0.02,0.0008203340112231672
30,35,970775402,round_robin,1706,0.02902902902902903,0.000811917008832097
30,35,2154093945,round_robin,1742,0.027916251246261216,0.0008187909988919273
30,35,2600196075,round_robin,1648,0.015984015984015984,0.0008195830014301464
30,36,165043187,round_robin,1680,0.022022022022022022,0.0008306660020025447
30,36,217107415,round_robin,1694,0.024975024975024976,0.0008320419874507934
30,36,970775402,round_robin,1691,0.027054108216432865,0.0008352500008186325
30,36,2154093945,round_robin,1658,0.03,0.0008864589908625931
30,36,2600196075,round_robin,1622,0.027944111776447105,0.0008402079984080046
30,37,165043187,round_robin,1655,0.021956087824351298,0.0008532909996574745
30,37,217107415,round_robin,1694,0.027,0.0008590840006945655
30,37,970775402,round_robin,1693,0.027944111776447105,0.0008747089887037873
30,37,2154093945,round_robin,1689,0.028,0.0009615000017220154
30,37,2600196075,round_robin,1628,0.026026026026026026,0.0008657090074848384
30,38,165043187,round_robin,1635,0.024024024024024024,0.0008895409991964698
30,38,217107415,round_robin,1726,0.02594810379241517,0.0008828749996609986
30,38,970775402,round_robin,1682,0.026973026973026972,0.0008778750052442774
30,38,2154093945,round_robin,1698,0.02902902902902903,0.0008875829953467473
30,38,2600196075,round_robin,1588,0.028971028971028972,0.0008735000010346994
30,39,165043187,round_robin,1667,0.022931206380857428,0.0009034170070663095
30,39,217107415,round_robin,1727,0.029,0.0009295000054407865
30,39,970775402,round_robin,1680,0.029940119760479042,0.0009052910027094185
30,39,2154093945,round_robin,1679,0.028056112224448898,0.000902207990293391
30,39,2600196075,round_robin,1665,0.021,0.000897999998414889
30,40,165043187,round_robin,1617,0.026973026973026972,0.0009414160012966022
30,40,217107415,round_robin,1704,0.024120603015075376,0.0009277500066673383
30,40,970775402,round_robin,1683,0.020937188434695914,0.0009156250016530976
30,40,2154093945,round_robin,1663,0.03,0.0009207080001942813
30,40,2600196075,round_robin,1667,0.026919242273180457,0.0009621249919291586
30,41,165043187,round_robin,1617,0.025,0.0009672919986769557
30,41,217107415,round_robin,1741,0.02902902902902903,0.0009576250013196841
30,41,970775402,round_robin,1668,0.027944111776447105,0.0009942920005414635
30,41,2154093945,round_robin,1705,0.02902902902902903,0.0009466659976169467
30,41,2600196075,round_robin,1655,0.025025025025025027,0.0009463329915888608
30,42,165043187,round_robin,1686,0.03093812375249501,0.0009692909952718765
30,42,217107415,round_robin,1724,0.024975024975024976,0.0009954590059351176
30,42,970775402,round_robin,1703,0.026026026026026026,0.0009826669993344694
30,42,2154093945,round_robin,1736,0.0320962888665998,0.0009731250029290095
30,42,2600196075,round_robin,1682,0.02902902902902903,0.000975125003606081
30,43,165043187,round_robin,1692,0.026026026026026026,0.0009928750077961013
30,43,217107415,round_robin,1723,0.027972027972027972,0.0009842079889494926
30,43,970775402,round_robin,1693,0.03003003003003003,0.0009814579971134663
30,43,2154093945,round_robin,1656,0.027972027972027972,0.0009970829996746033
30,43,2600196075,round_robin,1669,0.0249500998003992,0.0010834160057129338
30,44,165043187,round_robin,1679,0.032,0.00102449998666998
30,44,217107415,round_robin,1724,0.029,0.0010122499952558428
30,44,970775402,round_robin,1634,0.02193419740777667,0.0010053750011138618
