nagents,nitems,seed,min_bundles_strategy,parallel,utility_sum,min_proportional_utility,runtime
14,14,12131,iterative,True,1615,0.0,8.456971708976198
14,14,234122,iterative,True,1637,0.07507507507507508,5.537101124995388
14,14,389833,iterative,True,1595,0.072,6.839993999979924
14,15,12131,iterative,True,1670,0.07784431137724551,5.849585333024152
14,15,234122,iterative,True,1501,0.07884231536926148,6.401220083003864
14,15,389833,iterative,True,1573,0.09290709290709291,5.890187333978247
14,16,12131,iterative,True,1535,0.07707707707707707,6.8128109170356765
14,16,234122,iterative,True,1533,0.0899100899100899,6.49048945796676
14,16,389833,iterative,True,1621,0.0979020979020979,5.56713524996303
14,17,12131,iterative,True,1585,0.07577268195413758,12.58285808301298
14,17,234122,iterative,True,1618,0.08682634730538923,6.280876457982231
14,17,389833,iterative,True,1635,0.09281437125748503,6.827643958036788
14,18,12131,iterative,True,1528,0.08691308691308691,10.429055291984696
14,18,234122,iterative,True,1649,0.093,7.977307166962419
14,18,389833,iterative,True,1618,0.091,5.995840416988358
14,19,12131,iterative,True,1626,0.08383233532934131,7.4363682079711
14,19,234122,iterative,True,1547,0.092,8.150209250045009
14,19,389833,iterative,True,1527,0.08708708708708708,10.515163291012868
14,20,12131,iterative,True,1570,0.08691308691308691,7.058251708978787
14,20,234122,iterative,True,1583,0.09109109109109109,9.349858541041613
14,20,389833,iterative,True,1650,0.10159362549800798,7.606129165971652
14,21,12131,iterative,True,1593,0.0969030969030969,6.7597886670264415
14,21,234122,iterative,True,1509,0.093,9.00183779199142
14,21,389833,iterative,True,1573,0.09309309309309309,6.631688875029795
14,22,12131,iterative,True,1594,0.09127382146439318,9.942708542046603
14,22,234122,iterative,True,1595,0.0940940940940941,7.942165667016525
14,22,389833,iterative,True,1482,0.09127382146439318,8.090809542045463
14,23,12131,iterative,True,1581,0.09870388833499502,8.354032374976669
14,23,234122,iterative,True,1593,0.092,16.22704954195069
14,23,389833,iterative,True,1590,0.0960960960960961,10.598079500021413
14,24,12131,iterative,True,1503,0.09780439121756487,8.444642832968384
14,24,234122,iterative,True,1591,0.09509509509509509,19.4304843749851
14,24,389833,iterative,True,1629,0.09780439121756487,6.19710687501356
14,25,12131,iterative,True,1545,0.09172482552342971,8.635921625012998
14,25,234122,iterative,True,1559,0.0999000999000999,6.4176566249807365
14,25,389833,iterative,True,1600,0.10179640718562874,6.165220915980171
14,26,12131,iterative,True,1506,0.0990990990990991,8.636923040961847
14,26,234122,iterative,True,1619,0.0979020979020979,8.223062750010286
14,26,389833,iterative,True,1580,0.093,12.790803082985803
14,27,12131,iterative,True,1529,0.0989010989010989,6.774680291011464
14,27,234122,iterative,True,1550,0.0970970970970971,9.865370625047944
14,27,389833,iterative,True,1533,0.09281437125748503,15.193518167012371
14,28,12131,iterative,True,1573,0.0970970970970971,8.867824083950836
14,28,234122,iterative,True,1565,0.1,8.852314583025873
14,28,389833,iterative,True,1606,0.1031031031031031,8.765848457987886
14,29,12131,iterative,True,1524,0.0980980980980981,7.750083082995843
