nagents,nitems,seed,algorithm,utility_sum,min_proportional_utility,runtime
6,6,165043187,maximally_proportional_allocation,1739,0.0,0.05190250001032837
6,6,165043187,round_robin,1120,0.06806806806806807,0.00011291600822005421
6,6,217107415,maximally_proportional_allocation,1545,0.16916916916916916,0.033180750004248694
6,6,217107415,round_robin,1351,0.097,0.00011812499724328518
6,6,970775402,maximally_proportional_allocation,1510,0.2012012012012012,0.044029875003616326
6,6,970775402,round_robin,1265,0.068,0.00011841699597425759
6,6,2154093945,maximally_proportional_allocation,1597,0.19019019019019018,0.021557959000347182
6,6,2154093945,round_robin,1403,0.14914914914914915,0.00011658300354611129
6,6,2600196075,maximally_proportional_allocation,1319,0.0,0.04453054099576548
6,6,2600196075,round_robin,1347,0.119,0.00012104200141038746
6,7,165043187,maximally_proportional_allocation,1402,0.17382617382617382,0.03701362499850802
6,7,165043187,round_robin,1376,0.11411411411411411,0.00012733299809042364
6,7,217107415,maximally_proportional_allocation,1629,0.2,0.07167620799737051
6,7,217107415,round_robin,1445,0.13,0.0001286670012632385
6,7,970775402,maximally_proportional_allocation,1397,0.196,0.02395925000018906
6,7,970775402,round_robin,1629,0.178,0.00012679200153797865
6,7,2154093945,maximally_proportional_allocation,1372,0.0,0.061344832996837795
6,7,2154093945,round_robin,1208,0.12887112887112886,0.00012924999464303255
6,7,2600196075,maximally_proportional_allocation,1576,0.184,0.022279500000877306
6,7,2600196075,round_robin,1534,0.142,0.00012695800978690386
6,8,165043187,maximally_proportional_allocation,1457,0.1998001998001998,0.03144541700021364
6,8,165043187,round_robin,1483,0.103,0.00013349999790079892
6,8,217107415,maximally_proportional_allocation,1569,0.2,0.017705125006614253
6,8,217107415,round_robin,1563,0.196,0.00013129199214745313
6,8,970775402,maximally_proportional_allocation,1446,0.195,0.1011713750049239
6,8,970775402,round_robin,1423,0.13113113113113112,0.00013908300024922937
6,8,2154093945,maximally_proportional_allocation,1482,0.218,0.03287520799494814
6,8,2154093945,round_robin,1448,0.152,0.00013262500579003245
6,8,2600196075,maximally_proportional_allocation,1381,0.20279720279720279,0.04040825000265613
6,8,2600196075,round_robin,1438,0.11,0.00013883299834560603
6,9,165043187,maximally_proportional_allocation,1294,0.19,0.09002049999253359
6,9,165043187,round_robin,1376,0.109,0.00014358299085870385
6,9,217107415,maximally_proportional_allocation,1409,0.21478521478521478,0.03287695799372159
6,9,217107415,round_robin,1511,0.098,0.000152749998960644
6,9,970775402,maximally_proportional_allocation,1438,0.17635270541082165,0.11626462500134949
6,9,970775402,round_robin,1464,0.14829659318637275,0.00014837499475106597
6,9,2154093945,maximally_proportional_allocation,1423,0.18,0.08223220899526495
6,9,2154093945,round_robin,1448,0.15430861723446893,0.00015295800403691828
6,9,2600196075,maximally_proportional_allocation,1441,0.1903807615230461,0.11085075000301003
6,9,2600196075,round_robin,1488,0.11222444889779559,0.0001479579950682819
6,10,165043187,maximally_proportional_allocation,1380,0.206,0.041711124998982996
6,10,165043187,round_robin,1448,0.13313313313313313,0.00015550000534858555
6,10,217107415,maximally_proportional_allocation,1307,0.192,0.12622062499576714
6,10,217107415,round_robin,1540,0.14714714714714713,0.0001526669948361814
6,10,970775402,maximally_proportional_allocation,1462,0.206,0.07958737500302959
